Date,ID,Content,Likes,politician,party,ideology_num,tone_label
2022-07-06 21:42:57+00:00,1544799083960975360,"Eppure, la sinistra vuole la cittadinanza facile per tutti. Follia. La Lega farà di tutto per bloccare il provvedimento: l’Italia ha bisogno di sostegno per famiglie e imprese, non di regali agli immigrati. https://t.co/PdnHt78seO",313,Salvini,Lega,3,Critical / Angry
2021-03-19 14:20:13+00:00,1372915818258915329,"...parti civili contro di me... Ma vi pare normale?!? Come sempre andrò in quel Tribunale a testa alta, orgoglioso di aver fatto il mio dovere da ministro, nel rispetto della legge e a difesa della sicurezza del mio Paese. Grazie per il vostro affetto, per me prezioso ❤️",831,Salvini,Lega,3,Supportive / Positive / Celebratory
2021-04-22 12:04:18+00:00,1385202803447111680,"Ha ragione Porro: tutto ciò è completamente folle.
#BastaCoprifuoco https://t.co/AXS8PqUtRz",2091,Meloni,FdI,3,Critical / Angry
2022-03-03 10:09:59+00:00,1499326211213955075,"Fa benissimo #Macron a comportarsi così. I contatti non vanno mai recisi o resi impossibili. La diplomazia deve tenere sempre i canali aperti, soprattutto durante una guerra.",571,Calenda,Azione,0,Supportive / Positive / Celebratory
2021-01-02 15:35:53+00:00,1345393382886170625,"Parliamo delle scuole aperte/chiuse senza parlare di come aprirle, e quindi finiamo per chiuderle. Parliamo di obbligo vaccinale ma non del piano vaccinale e quindi finiamo per non fare i vaccini a chi se li vuole fare. E via così. Manca sempre il come, abbonda la retorica.",1363,Calenda,Azione,0,Critical / Angry
2022-11-24 20:20:58+00:00,1595875140914581505,"Presentazione de “La libertà che non libera” a #Treviso.
Perché la politica non è solo “come fare un punto di PIL in più”, ma anche quello slancio ideale capace di #cambiare una società che sta perdendo la rotta. https://t.co/PzsJyc3k4v",105,Calenda,Azione,0,Neutral / Informational
2022-10-27 11:19:31+00:00,1585592020541792258,"Busta con proiettile alla consigliera della Lega in Campania, Carmela Rescigno, in prima linea contro la camorra.
Solidarietà affettuosa a lei e una certezza: porteremo avanti le nostre battaglie con ancora più determinazione! https://t.co/HBxFG2MCdh",531,Salvini,Lega,3,Supportive / Positive / Celebratory
2022-09-02 19:03:00+00:00,1565777326847279106,"Partecipare alla vita pubblica è un dovere. Pericle sosteneva“un uomo che non si interessa allo Stato noi non lo consideriamo innocuo ma inutile; E la felicità è il frutto della libertà, ma la libertà è frutto del valore”.
Ed è questo valore civico che dobbiamo risvegliare! https://t.co/3bh6SI6zYr",523,Calenda,Azione,0,Neutral / Informational
2021-04-26 18:56:52+00:00,1386756179381080068,"Fuori dal recinto. Intervista a Nicola Fratoianni
#governo #sinistra #Draghi #Pd #M5S #Recovery #diritti 
https://t.co/et6qULNNe5",23,Fratoianni,EV,0,Neutral / Informational
2022-06-07 18:12:55+00:00,1534236978522333186,@UnaDonnaPdR @OGiannino @marattin @matteorenzi Poi però mi raccomando. Torna a tuonare sui valori inderogabili della democrazia dal tuo account.,1,Calenda,Azione,0,Critical / Angry
2022-04-27 07:25:05+00:00,1519216045168508930,"Ho chiesto un incontro urgente al ministro Cartabia, bisogna intervenire subito per aiutare e proteggere gli agenti della Penitenziaria.
https://t.co/8dkY9zhd7p",211,Salvini,Lega,3,Call to Action / Propaganda
2021-02-12 08:53:30+00:00,1360150022915051521,"Tutto ciò che Draghi ha detto, dall'europeismo all'atlantismo, dalla scelta di lavorare sugli investimenti e di cambiare approccio sui vaccini, ci ha visto entusiasti sostenitori. L'idea che chi deciderà gli investimenti sia Mario Draghi fa tirare un sospiro di sollievo a tutti",214,Renzi,IV,0,Supportive / Affirmative / Celebratory
2022-08-23 15:14:29+00:00,1562095941066575872,"Ha ragione la madre di Giovanni, la soldatessa Usa sia processata in Italia.
Se la ministra Cartabia rinunciasse all’azione penale sarebbe un’ingiustizia. Lo Stato ha il dovere di tutelare i cittadini 
#Porcia #soldatessa 

https://t.co/BOHKlrf9sg https://t.co/eLPLjDnAW2",181,Fratoianni,EV,0,Supportive / Affirmative / Celebratory
2022-04-07 15:47:59+00:00,1512094847850663957,@alba54239901 Alba fai benissimo a sognarlo. E credimi vorrei che lo fosse e mi batterò per renderlo possibile al più presto. Ma il mio lavoro è questo. Non illudere le persone per prendere tre like,5,Calenda,Azione,0,Supportive / Affirmative / Celebratory
2022-10-26 19:02:22+00:00,1585346114152120320,Anche il Senato ha votato #fiducia al Governo. Abbiamo presentato in campagna elettorale un programma chiaro e dettagliato. Manterremo gli impegni: il vincolo tra rappresentante e rappresentato è l’essenza della democrazia. Subito al lavoro per rispondere alle urgenze dell’Italia https://t.co/qwVjskLZ1w,10760,Meloni,FdI,3,Call to Action / Propaganda
2021-05-25 22:04:55+00:00,1397312753115742213,"Ieri l’Italia, col verdetto sul processo per le minacce a @robertosaviano @RosCapacchione, ha detto al mondo: “le intimidazioni mafiose, a maggior ragione in un’aula di giustizia, non sono consentite”. #dimartedì",227,Letta,PD,0,Neutral / Informational
2022-09-01 10:49:18+00:00,1565290698043179015,"Choc a Manfredonia, sparatoria terrorizza il luna park: “È stato un incubo”. 
Le indagini sono in corso ma l’emergenza sicurezza è all’occhio di tutti: occorre intervenire, in tutta Italia, in fretta. Più Forze dell’Ordine è più telecamere, basta volerlo. https://t.co/Qw0HPysx8i",278,Salvini,Lega,3,Call to Action / Propaganda
2021-08-29 14:51:06+00:00,1431992813948968966,"Ecco il simbolo per le suppletive nelle province di Siena e Arezzo. Scelto per privilegiare #allargamento e spirito di #coalizione. E Salvini che annuncia una nuova calata, con visite in ogni comune del collegio? Bene. Come già l’anno scorso alle regionali in Emilia e Toscana. https://t.co/hMbHQ6gPPP",587,Letta,PD,0,Neutral / Informational
2022-08-07 13:10:57+00:00,1556266648969117696,"Fermare le partenze dei barconi, in accordo con le autorità nordafricane, è l’unica strada per ripristinare il rispetto delle regole e fermare le morti in mare. 
Siamo pronti a difendere i confini dell’Italia e dell’Europa. https://t.co/S8AyEyRIpZ",1147,Meloni,FdI,3,Call to Action / Propaganda
2022-04-27 16:39:03+00:00,1519355454949896192,Il #cognome del padre non è più automatico. Sarà frutto di una scelta. Una decisione storica di #parità. L’Italia è più giusta.,4908,Letta,PD,0,Supportive / Affirmative / Celebratory
2021-09-20 12:01:29+00:00,1439922659719004167,E completiamo il decreto sulle delocalizzazioni preparato dal Ministro @AndreaOrlandosp e dalla viceministra @Ale_ToddeM5S,585,Conte,M5S,0,Neutral / Informational
2021-04-17 17:57:48+00:00,1383479825847910402,"Palermo, ci rivediamo presto.
A testa alta. #primalitalia 🇮🇹 https://t.co/b4qY3IgT44",721,Salvini,Lega,3,Supportive / Affirmative / Celebratory
2021-03-01 19:50:43+00:00,1366476010917666817,In #Congo bisogna agire con una presenza militare e diplomatica coordinata anche con gli Usa. Dobbiamo arginare gli interessi della Cina che mirano a sfruttare le risorse del continente africano. Facciamo in modo che la morte di Attanasio e Iacovacci non sia stata vana. @EPPGroup,28,Tajani,FI,3,Call to Action / Propaganda
2022-09-02 08:52:47+00:00,1565623763865112576,"La moglie di Clinton: “Italiani, non cedete ai populismi e alle ingerenze esterne”. Dice dall’estero…
Si commenta da sola🤣 https://t.co/LSmsOZHjWq",1358,Salvini,Lega,3,Critical / Angry
2021-10-09 11:50:22+00:00,1446805234861453317,"I 5S a Napoli sono passati dal 60% al 10%. Ma possono fare ancora peggio, certo, possono sparire. Vedo che si stanno impegnando in tal senso e a giudicare dai dati di Milano e di altre città possono riuscirvi agevolmente. Facciano pure, non ci mancheranno.
3/12",128,Renzi,IV,0,Critical / Angry
2022-08-11 09:00:45+00:00,1557653234671558656,"@paolacecconi Come vuoi. Ma tutti i tuoi “Grazie a Presidente” rivolti a Draghi sul tuo profilo, vanno d’accordo con l’alleanza con uno che gli ha sempre votato la sfiducia esattamente come la Meloni, o hai deciso semplicemente di ignorare la cosa? Buon viaggio",22,Calenda,Azione,0,Critical / Angry
2022-08-03 14:39:20+00:00,1554839339233853440,Per una volta sono d’accordo con Calenda. https://t.co/8N2JS3zF6h,2034,Conte,M5S,0,Supportive / Affirmative / Celebratory
2021-01-11 13:11:45+00:00,1348618603743084548,"...rimborsi sui conti correnti a tutte le attività economiche chiuse seguendo l'esempio degli altri Paesi europei, bloccare i 50 milioni di atti fiscali in partenza e attuare la pace fiscale secondo la proposta di Lega e centrodestra. https://t.co/RW7T4QvGRe",286,Salvini,Lega,3,Call to Action / Propaganda
2022-08-12 15:51:12+00:00,1558118914135150594,"Il 25 settembre #IoVotoPiùEuropa
https://t.co/vCIWyLpzwV",15,Bonino,PEeur,0,Call to Action / Propaganda
2021-05-01 18:01:00+00:00,1388554061172166656,"«Ero paralizzata. (...) ci ha salvato mio padre perché ha messo a rischio la sua vita per salvare la mia e quella di mia madre». Le parole Laura, la figlia del gioielliere Mario Roggero. 
È grazie al coraggio di Mario che la sua famiglia è in salvo. Difendersi è sempre legittimo. https://t.co/UvqLqH5eDe",1561,Meloni,FdI,3,Supportive / Affirmative / Celebratory
2022-07-06 16:32:02+00:00,1544720838674481152,"Il 29 giugno la Corte d’Appello di Parigi ha negato l’estradizione di 10 ex terroristi italiani rifugiati in Francia. Tanti i casi simili nella storia, favoriti dalla “dottrina Mitterrand”.
L’odg di FDI sancisce un principio imprescindibile: nessuna impunità per questi criminali. https://t.co/oNHo22lu9S",282,Meloni,FdI,3,Neutral / Informational
2021-02-11 16:28:05+00:00,1359902034091274244,"Leggere per credere il documento del @MinisteroSalute , pagina 94, codice 10:
https://t.co/60UdqOWkAt
@minsalute",229,Salvini,Lega,3,Neutral / Informational
2022-11-09 20:20:28+00:00,1590439200046067712,"Sin da subito, @forza_italia  sta imprimendo una forte spinta a questo Esecutivo, per proiettare il nostro Paese verso la crescita costante, in grado di portare benessere, futuro e sviluppo infrastrutturale. [2/2]",94,Berlusconi,FI,3,Neutral / Informational
2022-04-13 10:59:02+00:00,1514196458064556040,2018. Questo scrivevo in Orizzonti selvaggi. Era abbastanza chiaro a cosa andavamo incontro. E nella strategia energetica nazionale avevamo previsto contromisure per diminuire la dipendenza dal gas russo. Tutto ciò è stato smontato dai 5S e dai loro alleati. https://t.co/GAJyRO3hbe,317,Calenda,Azione,0,Call to Action / Propaganda
2021-01-25 14:45:28+00:00,1353715616910352384,"La scomparsa di Regeni, 5 anni fa, e la detenzione egiziana di Zaki mostrano lo stesso problema: l’Egitto. 
Per Giulio, Patrick e tutte le vittime del regime egiziano, ora davvero serve più Europa. 

#VeritàperGiulioRegeni #freepatrickzaki 
https://t.co/07LGiIwIqi https://t.co/Rou832fYVG",332,Bonino,PEeur,0,Neutral / Informational
2021-07-19 14:42:06+00:00,1417132647541788672,"Letta ha detto che si ritira se perde alle elezioni suppletive della Camera a Siena. Lo prendiamo in parola. Faremo di tutto per lasciargli molto tempo libero, potrà tornare nella sua tanto amata Parigi 👋✈️
Il PD ""paracaduta"" qui il suo segretario, noi candidiamo un senese. https://t.co/xfFFF5j1Y2",921,Salvini,Lega,3,Critical / Angry
2021-04-14 11:05:03+00:00,1382288786575519746,"Qualcosa non ha funzionato: mascherine, ventilatori cinesi, banchi a rotelle, documenti cambiati. Ora pensiamo ai vaccini, riapriamo e poi si faccia chiarezza con una Commissione di Inchiesta #ENews #Arcuri",1789,Renzi,IV,0,Critical / Angry
2021-02-03 08:33:53+00:00,1356883596720627713,"#Salvini: se la stagione di Conte e Casalino è stata archiviata è stato anche grazie alla compattezza del centrodestra, oggi ci riuniremo ancora con gli alleati. #omnibusla7",1879,Salvini,Lega,3,Supportive / Affirmative / Celebratory
2022-07-05 19:34:30+00:00,1544404370921558016,"Fare politica è un dovere morale e non farla è immorale perché è nel farla che si preserva la qualità delle persone.
Perché “non ho votato nessuno” non vuol dire niente, anzi significa che hai votato tutti.

A #Napoli per la presentazione de “La libertà che non libera”. https://t.co/ehiRGh6fWB",103,Calenda,Azione,0,Call to Action / Propaganda
2021-12-31 09:56:42+00:00,1476854820967493633,@veighp Documento su sito @Azione_it e rapporto su politica industriale al Parlamento Europeo,9,Calenda,Azione,0,Neutral / Informational
2022-11-22 09:11:17+00:00,1594981836303867905,"Il modo migliore per ricordare Roberto Maroni è dire la verità: al di là delle differenze politiche, è stato un vero uomo di Stato. E in Italia non è cosa da poco.",3486,Calenda,Azione,0,Supportive / Affirmative / Celebratory
2022-04-03 14:57:01+00:00,1510632467702726656,"Richiesta internazionale per aumentare #spesemilitari ?
Ci sono tantissimi altri impegni internazionali assunti dall’Italia che non vengono rispettati: dagli investimenti per #scuola e #ricerca all’ambiente.
Cominciamo da questi.
@SkyTG24 #Agenda 
#SinistraItaliana https://t.co/cHg3N3HgnB",172,Fratoianni,EV,0,Call to Action / Propaganda
2022-06-22 10:33:21+00:00,1539557146211274754,"@noiconlitalia_ non ha dubbi da che parte stare: aiutare l’#Ucraina vuol dire aiutarla a esistere in modo che non si possa mai quello che si diceva degli antichi Romani: “Desertum fecerunt et pacem appellaverunt”, come i la devastazione russa, purtroppo, non fa ben sperare. https://t.co/xGc0tG5Amc",2,Lupi,NcI,3,Neutral / Informational
2021-07-30 07:58:16+00:00,1421017282592006145,Per mia curiosità personale hai rivolto la stessa domanda a Speranza?,105,Calenda,Azione,0,Neutral / Informational
2022-08-25 10:14:14+00:00,1562745156129894405,Aiutiamo #Draghi a implementare subito il  piano sulla riduzione dei costi energetici. Disponibile a incontrarci immediatamente. Tocca a noi. @EnricoLetta @GiorgiaMeloni @berlusconi @GiuseppeConteIT @matteosalvinimi,757,Calenda,Azione,0,Call to Action / Propaganda
2021-08-23 07:42:13+00:00,1429710555661668356,".@gualtierieurope bene che finalmente, dopo il mio intervento, ti occupi di musei. Ieri ho addirittura promosso il tuo post. Ma il gradasso della serie “io sono la cultura” anche no. Ti allego il tuo inesistente programma sui musei presentato giovedì scorso. https://t.co/vI02mOqsR5",567,Calenda,Azione,0,Critical / Angry
2021-01-05 12:27:18+00:00,1346433088247787520,"In questo momento la priorità sono i vaccini, punto. Mesi fa avevo chiesto un piano vaccinale per tempo, senza che a gestirlo fosse sempre e soltanto il commissario Arcuri, ribattezzato Superman dal Governo. #Vaccinareh24 si può e si deve
#5Domande #Enews https://t.co/AZbh7epm1l https://t.co/m8hhFBny7j",461,Renzi,IV,0,Critical / Angry
2021-02-26 10:50:23+00:00,1365252868614332417,"Io sono per il #votoai16enni. Partecipo ad assemblea con gli studenti del Liceo Da Vigo di Rapallo. Ne discutiamo, la questione è divisiva. Metà favorevole, metà più scettica. Ma che bella discussione e che fantastica generazione. Dobbiamo avere più fiducia in loro. La meritano.",1187,Letta,PD,0,Supportive / Affirmative / Celebratory
2021-08-22 15:03:27+00:00,1429459206151749639,@nnamobbene No siete tutti coltissimi. A patto di non presumere che non lo siano gli altri. Perché altrimenti non capite il senso della parola cultura.,4,Calenda,Azione,0,Critical / Angry
2022-06-28 10:18:46+00:00,1541727800251613184,"Non ho ben capito quando avresti dimostrato una qualsiasi capacità di Governo. Cosa hai governato? Perché è del tutto legittimo prendere posizione anche duramente contro il Governo, ma dare dell’incapace a Draghi, non avendo gestito mai nulla è un poco fuori misura.",1960,Calenda,Azione,0,Critical / Angry
2021-05-27 17:57:32+00:00,1397975271903535106,Ottimi presupposti della Lamorgese sul fronte immigrazione 🤦🏼‍♀️ https://t.co/OvIbuIS0WU,1176,Meloni,FdI,3,Neutral / Informational
2021-06-22 17:59:21+00:00,1407397811415666696,"Essendo stato per cinque anni in tre consigli EU su Commercio, Competitività ed Energia, se vuoi ti spiego come evitare la figuraccia che hai fatto sulle richieste per Roma nel Recovery Fund. Dove hai inserito opere non finanziabili. A presto.",916,Calenda,Azione,0,Neutral / Informational
2022-11-14 12:56:09+00:00,1592139322358386688,"Paderno Dugnano, all'inaugurazione del prolungamento della Tangenziale Nord di Milano, un’opera fondamentale per la viabilità milanese e che durante la realizzazione ha dato lavoro a più di mille persone, avanti così! 
(1/2) https://t.co/L15FeH5HaP",536,Salvini,Lega,3,Supportive / Affirmative / Celebratory
2022-05-30 18:22:30+00:00,1531340289801129985,"Con @BeppeSala e @YoramGutgeld abbiamo esperienze diverse. Ma condividiamo un principio: i numeri sono fondamentali. Basta populisti! Per fare politica occorre conoscere i dati, studiare, documentarsi. Abbiamo fatto tanto, insieme, in passato. E il meglio deve ancora venire https://t.co/F3RzzxFEHY",546,Renzi,IV,0,Supportive / Affirmative / Celebratory
2022-07-03 18:15:07+00:00,1543659616587980806,"Per quanto ci riguarda, nel futuro dell’Italia e dell’Occidente non c’è spazio per imposizioni e umiliazioni per le donne.",337,Salvini,Lega,3,Neutral / Informational
2022-06-02 15:27:52+00:00,1532383505564454916,"Sottoscrivo, e non vedo l’ora di votare 5 SÌ per cambiare la Giustizia italiana domenica 12 giugno.
#johnnydepp @iodicosi_ #referendumgiustizia",227,Salvini,Lega,3,Call to Action / Propaganda
2021-03-03 18:59:47+00:00,1367187970483232770,"La mia solidarietà a #Orban e agli amici ungheresi. Senza #Fidesz il PPE sarà ancora più subalterno alla sinistra, allontanando la prospettiva di un bipolarismo europeo e di un centrodestra maturo e protagonista. Ci faremo carico di questa missione.",710,Meloni,FdI,3,Supportive / Affirmative / Celebratory
2021-08-18 13:55:21+00:00,1427992516670992391,"Non mi sono pentita affatto di aver sostenuto all'epoca la missione in Afghanistan, nonostante quel che sta accadendo sia una delle più grandi débâcle della storia degli USA, il segnale di un disinteresse americano oramai irreversibile sullo scacchiere internazionale.",107,Bonino,PEeur,0,Neutral / Informational
2021-05-07 09:16:49+00:00,1390596470022328320,@giallideilimoni Verifica le competenze attribuite alla Regione che impattano sulla città di Roma. Poi verifica come sono state svolte. Poi torna qui e spiegami dove Zingaretti ha fatto cose positive su Roma. Questo è il processo che dovrebbe seguire un cittadino consapevole. Poi c’è il tifo.,11,Calenda,Azione,0,Critical / Angry
2022-11-04 19:08:55+00:00,1588609253614288896,"Ripetere quello che gli elettori vogliono sentirsi dire, questa è la strategia politica italiana praticamente degli ultimi 30 anni…

#Pavia #lalibertàchenonlibera https://t.co/qPjFjyTJrg",341,Calenda,Azione,0,Critical / Angry
2022-01-06 15:05:47+00:00,1479106931004362756,"#Kazakistan Un bilancio sempre più drammatico per le rivolte del gas. 12 poliziotti morti, 1000 feriti, 2000 arresti. Auspichiamo una soluzione pacifica. Subito stop alle violenze, anche da parte del governo kazako nel reprimere le proteste. L'Ue favorisca un dialogo tra le parti",37,Tajani,FI,3,Critical / Angry
2021-06-10 16:36:40+00:00,1403028352282333184,"Gli ultimi dati ci dicono che l’#export italiano è aumentato, è il momento di accelerare e dare il massimo. 
Oggi a Kiev per creare nuove opportunità per le nostre imprese: https://t.co/IFMyWiIgtY",234,Di Maio,M5S,0,Neutral / Informational
2022-11-05 18:00:25+00:00,1588954402290745344,Perché se avessimo seguito questa linea Putin sarebbe a Kiev. E voi avreste la pace che in fondo volete. Quella che non chiede sacrifici per noi e che non riconosce il diritto agli ucraini di combattere per la loro libertà. Ps poi però lasciate stare i valori della resistenza,1144,Calenda,Azione,0,Critical / Angry
2022-04-16 12:42:23+00:00,1515309630083289092,Onore a questo imprenditore👏🏻👏🏻 https://t.co/fvbHgGhpKT,688,Salvini,Lega,3,Supportive / Affirmative / Celebratory
2022-03-13 16:02:05+00:00,1503038696550973442,"Una preghiera per il reporter americano Brent Renaud, assassinato dalle forze russe.
#StopWar https://t.co/l5Q7jetWnC",1104,Salvini,Lega,3,Neutral / Informational
2022-09-05 11:30:53+00:00,1566750714256293888,"- Mondadori Edizioni Piemme: https://t.co/PQOQA9Flg0
Lavoriamo per un'Italia che sia unita e coesa, un'Italia forte e leader a livello internazionale.
Il #25settembrevotoLega, io ci #Credo!
(3/3)",77,Salvini,Lega,3,Call to Action / Propaganda
2021-12-07 17:57:46+00:00,1468278577435140096,Belle le immagini di Milano con La Scala che applaude il Presidente Mattarella. Sembrano lontani i tempi in cui qualcuno lo riteneva non all’altezza o altri volevano metterlo in stato di accusa. Oggi tutti insieme possiamo dire: grazie Presidente #GraziePresidente,1887,Renzi,IV,0,Supportive / Affirmative / Celebratory
2021-08-14 20:16:40+00:00,1426638926807277570,"Buonasera Amici, qui Le Castella di Isola di Capo Rizzuto (Crotone). Prosegue la raccolta firme dei #referendumgiustizia. Avanti tutta! https://t.co/HZR2YIdy6K",438,Salvini,Lega,3,Call to Action / Propaganda
2021-01-05 21:07:00+00:00,1346563876721192960,"La mia intervista al #Tg2.

#5gennaio #Governo #RecoveryPlan #centrodestra https://t.co/fHA2aStftC",40,Tajani,FI,3,Neutral / Informational
2022-10-20 19:25:26+00:00,1583177589723566081,"I fatti in politica contano sempre. 

Il servizio del TG4. https://t.co/SRgMCnXcZJ",1682,Berlusconi,FI,3,Neutral / Informational
2022-06-22 17:15:03+00:00,1539658235279712256,"Bene l'Europa che si apre a Ucraina, Moldavia e Balcani occidentali, ma dobbiamo sostenere famiglie e imprese, risolvere la crisi alimentare e quella energetica con un tetto al prezzo del gas come chiede @Forza_Italia. Il mio intervento in aula all'@Europarl_IT ⤵️ https://t.co/5y01257NUv",23,Tajani,FI,3,Supportive / Affirmative / Celebratory
2021-06-12 17:03:20+00:00,1403759837679341568,"Mi ricorderò di questa risposta quando da sindaco vi chiederò maggiore solerzia nei controlli su abusivi, doppia fila, prodotti contraffatti etc. manca poco.",1128,Calenda,Azione,0,Critical / Angry
2022-09-28 17:20:10+00:00,1575173534799699968,"@fr4nthe1 Certo, basta poi assumersene la responsabilità",87,Calenda,Azione,0,Neutral / Informational
2022-01-08 14:13:14+00:00,1479818482212642816,"Pienamente d’accordo con le parole del professor Giulio Tremonti. 
C’è la sensazione che il Governo sia del tutto indifferente alle sofferenze dei cittadini italiani. https://t.co/gegH8VC5YT",1999,Meloni,FdI,3,Supportive / Affirmative / Celebratory
2022-07-29 13:00:38+00:00,1553002560369336321,"Mentre a sinistra gettano fango, la Lega non molla su temi concreti: nel prossimo Decreto, a dimostrazione che elezioni anticipate non bloccano il Paese, lavoriamo per confermare gli sconti su carburanti e bollette e insistiamo per azzeramento dell’Iva su beni di prima necessità.",811,Salvini,Lega,3,Call to Action / Propaganda
2022-08-26 13:55:46+00:00,1563163294177042434,"#AlleanzaVerdiSinistra presenta un esposto contro le compagnie energetiche per il mancato pagamento delle tasse - 
#extraprofitti #energia
#UtiliallItalia 

Citta della Spezia https://t.co/mz3UrkKQy8",36,Fratoianni,EV,0,Call to Action / Propaganda
2022-02-24 07:23:15+00:00,1496747537771941888,"Per quanto concerne @Azione_it ogni considerazione politica, incompatibilità, agenda di alleanze, polemica etc. cade in questo momento. Siamo con il Governo e con tutti i partiti che ne fanno parte LEALMENTE. Avanti con forza e compattezza.",491,Calenda,Azione,0,Critical / Angry
2022-06-11 12:35:28+00:00,1535601611250229248,"Il tempo è finito, la casa brucia. Difendere l’#ambiente è nostro interesse nazionale. Lo sa chi già vive le conseguenze del #climatechange sulla sua vita e il suo lavoro. Lo sanno i più #giovani, che non possiamo più tradire. Lo scrivo oggi su @LaStampa https://t.co/XNPhkIQkzZ https://t.co/GUZj9mRW5f",328,Letta,PD,0,Call to Action / Propaganda
2021-10-05 15:24:21+00:00,1445409533711486985,"Non ci sono parole. Mi stringo al dolore dei familiari della vittima e alle due ragazze ferite. Mi auguro che il responsabile di questa bestialità sconti una pena esemplare. 

Giustizia per Carmen De Giorgi! https://t.co/HDGNHKN66h",526,Meloni,FdI,3,Critical / Angry
2021-10-21 09:03:46+00:00,1451111962528649221,Il gruppo di @FratellidItalia si è dimostrato compatto contro tutti i totalitarismi a differenza dei gruppi di sinistra che in Europa non hanno voluto votare contro tutti i totalitarismi https://t.co/pzt9V3z7c2,147,LaRussa,FdI,0,Call to Action / Propaganda
2022-08-30 10:07:32+00:00,1564555409079369731,Durante il mio intervento a Radio Anch'io di questa mattina ho ribadito che sulla crisi energetica la strada migliore sarebbe quella di trovare tutti insieme una soluzione possibile. https://t.co/ew3WlrzRl8,122,LaRussa,FdI,0,Neutral / Informational
2022-02-08 19:24:57+00:00,1491130951669190656,"La tutela dell’#ambiente è ora nella nostra #Costituzione “anche nell’interesse delle future generazioni”. Il voto di oggi è stato un momento unitario importante, il Parlamento modificando gli articoli 9 e 41 della Carta ha scelto di difendere il pianeta e il nostro domani.",1025,Letta,PD,0,Neutral / Informational
2022-08-19 13:37:01+00:00,1560621861272096768,"Si tratta di una situazione potenzialmente disastrosa, frutto anche di una timidezza d’azione che a livello europeo non ha aiutato a raggiungere obiettivi importanti su cui il @Mov5Stelle da mesi ha alzato la voce, invitando il Governo a fare tutto il possibile.",557,Conte,M5S,0,Critical / Angry
2022-09-11 07:31:27+00:00,1568864786867437568,Ognuno di noi ricorda esattamente cosa stesse facendo l'#11settembre di 21 anni fa quando gli Stati Uniti subirono il più vile degli attacchi terroristici. Furono ore che cambiarono il corso della storia contemporanea e del mondo occidentale. https://t.co/72nnhxDgTC,64,Tajani,FI,3,Neutral / Informational
2021-06-12 10:01:57+00:00,1403653791203926020,"Il profilo di questo anonimo “signore” è ancora attivo, dopo mesi dalla denuncia di queste minacce deliranti e vomitevoli, a una bimba di 8 anni, e la “giustizia” italiana non ha ancora fatto e ottenuto nulla. https://t.co/dZ5syjtRqu",1068,Salvini,Lega,3,Critical / Angry
2022-08-27 16:39:06+00:00,1563566785625935874,"Io ho sempre difeso l’interesse nazionale italiano, nel mio Paese e nel mondo, a testa alta.
A prendere i soldi dei russi per anni sono stati i comunisti tanto cari a Saviano, non certo i leghisti.
(1/3) https://t.co/QSHV0VH5LX",1018,Salvini,Lega,3,Call to Action / Propaganda
2021-01-03 20:57:49+00:00,1345836788871553027,"Dopo Catania, sabato prossimo sarò in tribunale a Palermo per un altro processo, quello sul caso della Ong spagnola Open Arms (la stessa che in queste ore pretende di far sbarcare in Italia altri 265 immigrati clandestini). https://t.co/f0bHVfD0Su",837,Salvini,Lega,3,Neutral / Informational
2022-11-10 11:05:37+00:00,1590661953609166848,"Credo che il risultato delle elezioni americane ci indichi che in America stia tornando il bel conservatorismo di stampo reaganiano, il populismo sguaiato di Trump non piace più.
Una lezione anche per l'Italia.

La mia intervista di oggi a La Repubblica https://t.co/8lixjd5brN",31,Lupi,NcI,3,Supportive / Affirmative / Celebratory
2021-10-27 14:26:02+00:00,1453367387659677701,Su #DdlZan come temevo l'iter si è bloccato. L'aula del Senato ha votato a scrutinio segreto a favore della cosiddetta ‘tagliola’ chiesta da Lega e FdI. Io ho votato contro. Pur se imperfetto sarebbe dovuto andare avanti. Per questo continuiamo a lottare per la difesa dei diritti https://t.co/ngs3sDIidf,777,Bonino,PEeur,0,Critical / Angry
2022-07-29 09:58:02+00:00,1552956608140959745,"Ci tengo a essere sincero con tutti voi: vi spiego quello che è successo in questi giorni, quello che siamo e quello che non siamo. Abbiamo le idee chiare per l'Italia https://t.co/O6cA54X6cp",1720,Conte,M5S,0,Neutral / Informational
2022-09-15 11:03:43+00:00,1570367756029120514,"""La più grande sofferenza è essere soli"". Don Puglisi ha sfidato la mafia ed è stato ucciso 29 anni fa. Ci ha insegnato che per combattere la criminalità è necessario battersi affinché nessuno sia dimenticato e resti indietro. Non lasciamo cadere il suo monito. https://t.co/yWGUDEo6Pp",1332,Conte,M5S,0,Supportive / Affirmative / Celebratory
2021-12-08 14:10:58+00:00,1468583889304174601,"La scarcerazione di Zaki è un piccolissimo spiraglio. E a me parrebbe meno piccolo se riuscissimo a partire da lì per fare un passo ulteriore e aprire il dossier Egitto: arresti di massa, torture, diritti negati, tutto dopo la presa del potere di al Sisi.
https://t.co/2r2tVCmsGr",212,Bonino,PEeur,0,Supportive / Affirmative / Celebratory
